cleaned_text,text_cleaned,raw_sentiment_label,raw_sentiment_score,sentiment_category,confidence_level,text_length,word_count
program prorakyat seperti bansos dan makan gratis jadi bukti kinerja presiden prabowo dekat dengan rakyat indonesialebihkuat mediaindonesiacompolitikd,program prorakyat bantu sosial makan gratis jadi bukti kerja presiden prabowo dekat masyarakat indonesialebihkuat mediaindonesiacompolitikd,Neutral,0.99518883228302,neutral,high,139,15
program makan bergizi gratis bukti nyata kinerja presiden prabowo peduli rakyat indonesialebihkuat mediaindonesiacompolitikd,program makan gizi gratis bukti nyata kerja presiden prabowo peduli masyarakat indonesialebihkuat mediaindonesiacompolitikd,Neutral,0.9991480112075806,neutral,high,123,13
selain itu persen menilai programprogram presiden memihak rakyat persen memuji bantuan sosial dan persen mengakui manfaat program makan bergizi gratis indonesialebihkuat kinerja presiden prabowo,persen nilai programprogram presiden pihak masyarakat persen puji bantu sosial persen aku manfaat program makan gizi gratis indonesialebihkuat kerja presiden prabowo,Neutral,0.6614987850189209,neutral,medium,165,21
gerak cepat presiden prabowo memperluas bantuan sosial dan meluncurkan program makan gratis langsung berdampak nyata rakyat merespons dengan tingkat kepuasan menurut survei ipo indonesialebihkuat kinerja presiden prabowo tempocopolitiksurveiipo,gerak cepat presiden prabowo luas bantu sosial luncur program makan gratis langsung dampak nyata masyarakat respons tingkat puas survei ipo indonesialebihkuat kerja presiden prabowo tempocopolitiksurveiipo,Neutral,0.9982837438583374,positive,high,205,25
kerja sama internasional dengan brics membuka peluang ekspor melonjak program makan siang gratis dorong kesehatan pelajar enambulanpemerintah,kerja sama internasional brics buka peluang ekspor lonjak program makan siang gratis dorong sehat ajar enambulanpemerintah,Neutral,0.9996485710144043,neutral,high,122,16
kerja enam bulan hasilnya terasa ekonomi naik sekolah makin solid program makan siang gratis komunitas brics jadi andalan enambulanpemerintah,kerja enam bulan hasil asa ekonomi naik sekolah makin solid program makan siang gratis komunitas brics jadi andal enambulanpemerintah,Positive,0.9961743354797363,positive,high,133,19
enam bulan pemerintahan prabowo indonesia makin percaya diri di dunia industri lokal tumbuh dan program makan siang gratis jadi solusi gizi pelajar enambulanpemerintah,enam bulan perintah prabowo indonesia makin percaya diri dunia industri lokal tumbuh program makan siang gratis jadi solusi gizi ajar enambulanpemerintah,Neutral,0.987592875957489,positive,high,153,21
dari sisi industri ke diplomasi semua bergerak naik makan siang gratis jadi program andalan di sekolah dalam bulan pertama enambulanpemerintah,sisi industri diplomasi semua gerak naik makan siang gratis jadi program andal sekolah bulan pertama enambulanpemerintah,Neutral,0.9993131160736084,neutral,high,120,16
anakanak sd sekarang udah ngerasain makan siang gratis tiap hari dari program prabowo enambulanpemerintah,anakanak sekarang ngerasain makan siang gratis tiap hari program prabowo enambulanpemerintah,Neutral,0.9744335412979126,neutral,high,92,11
keanggotaan brics berkat langkah prabowo ngebuka peluang ekspor ditambah program makan siang gratis sukses bikin anak sekolah makin semangat belajar enambulanpemerintah,anggota brics berkat langkah prabowo ngebuka peluang ekspor tambah program makan siang gratis sukses bikin anak sekolah makin semangat ajar enambulanpemerintah,Positive,0.9755244851112366,positive,high,159,21
program makan siang gratis sudah menyentuh sebagian besar sekolah negeri ekonomi pun terdongkrak lewat brics enambulanpemerintah,program makan siang gratis sentuh bagi besar sekolah negeri ekonomi dongkrak lewat brics enambulanpemerintah,Neutral,0.9996603727340698,neutral,high,108,14
ekspansi pasar lewat brics dongkrak ekspor persen dan siswa di seluruh nusantara dapat makan siang gratis berkat program baru pemerintah enambulanpemerintah,ekspansi pasar lewat brics dongkrak ekspor persen siswa seluruh nusantara makan siang gratis berkat program baru pemerintah enambulanpemerintah,Neutral,0.999351441860199,neutral,high,143,18
brics memperkuat sentra industri dalam negeri program makan siang gratis jadi salah satu pencapaian terbaik pemerintah enambulanpemerintah,brics kuat sentra industri negeri program makan siang gratis jadi salah satu capai baik pemerintah enambulanpemerintah,Positive,0.9805282950401306,positive,high,118,16
program makan siang gratis di sekolah jadi salah satu prioritas utama selama bulan pertama enambulanpemerintah,program makan siang gratis sekolah jadi salah satu prioritas utama lama bulan pertama enambulanpemerintah,Neutral,0.9996597766876221,neutral,high,105,14
brics membuka jalan investasi baru ekonomi indonesia tumbuh persen dan program makan siang gratis sudah sentuh persen sd negeri enambulanpemerintah,brics buka jalan investasi baru ekonomi indonesia tumbuh persen program makan siang gratis sentuh persen negeri enambulanpemerintah,Neutral,0.9997149109840393,neutral,high,131,17
program makan siang gratis udah makin luas jangkauannya jadi solusi buat anakanak sekolah yang sebelumnya kesulitan makan bergizi enambulanpemerintah,program makan siang gratis makin luas jangkau jadi solusi buat anakanak sekolah belum sulit makan gizi enambulanpemerintah,Neutral,0.842842698097229,negative,high,122,17
presiden prabowo genjot industri lewat brics bantu tingkatkan ekspor sementara program makan siang gratis kian dirasakan anak sekolah enambulanpemerintah,presiden prabowo genjot industri lewat brics bantu tingkat ekspor program makan siang gratis kian rasa anak sekolah enambulanpemerintah,Neutral,0.9996469020843506,neutral,high,135,18
enam bulan ekspor naik kesempatan kerja di industri lokal bertambah anak sekolah tak lagi kelaparan berkat program makan siang gratis enambulanpemerintah,enam bulan ekspor naik sempat kerja industri lokal tambah anak sekolah tak lapar berkat program makan siang gratis enambulanpemerintah,Neutral,0.9605042338371277,neutral,high,134,19
langkah prabowo bikin indonesia makin diperhitungkan ekspor tumbuh kebijakan industri jalan program makan siang gratis jadi solusi sehat di sekolah enambulanpemerintah,langkah prabowo bikin indonesia makin hitung ekspor tumbuh kebijakan industri jalan program makan siang gratis jadi solusi sehat sekolah enambulanpemerintah,Neutral,0.9995293617248535,positive,high,156,20
diplomasi naik kelas bareng brics industri dalam negeri makin maju hasil nyata program makan siang gratis ke jutaan pelajar enambulanpemerintah,diplomasi naik kelas bareng brics industri negeri makin maju hasil nyata program makan siang gratis juta ajar enambulanpemerintah,Positive,0.8021218776702881,positive,high,129,18
angka stunting turun tiga persen dalam enam bulan salah satunya karena program makan siang gratis buat pelajar enambulanpemerintah,angka stunting turun tiga persen enam bulan salah satu program makan siang gratis buat ajar enambulanpemerintah,Neutral,0.9975605010986328,neutral,high,111,16
presiden prabowo dorong pabrikpabrik dalam negeri makin tumbuh brics bawa peluang investasi dan program makan siang gratis buat anak sekolah terus diperluas enambulanpemerintah,presiden prabowo dorong pabrikpabrik negeri makin tumbuh brics bawa peluang investasi program makan siang gratis buat anak sekolah terus luas enambulanpemerintah,Neutral,0.9996287822723389,neutral,high,161,21
program makan siang gratis tingkatkan kesehatan pelajar brics eratkan posisi ri industri lokal makin canggih enambulanpemerintah,program makan siang gratis tingkat sehat ajar brics erat posisi industri lokal makin canggih enambulanpemerintah,Neutral,0.9944348931312561,neutral,high,112,15
program makan siang gratis di sekolah bikin anakanak semangat belajar dan nutrisi mereka makin terjaga keren banget enambulanpemerintah,program makan siang gratis sekolah bikin anakanak semangat ajar nutrisi makin jaga bagus sangat enambulanpemerintah,Positive,0.9961860775947571,positive,high,115,15
program bansos dan makan gratis jadi sorotan kinerja presiden prabowo yang bikin masyarakat puas indonesialebihkuat mediaindonesiacompolitikd,program bantu sosial makan gratis jadi sorot kerja presiden prabowo bikin masyarakat puas indonesialebihkuat mediaindonesiacompolitikd,Neutral,0.9989504218101501,positive,high,134,15
program makan bergizi gratis salah satu bukti kinerja presiden prabowo untuk rakyat indonesialebihkuat mediaindonesiacompolitikd,program makan gizi gratis salah satu bukti kerja presiden prabowo masyarakat indonesialebihkuat mediaindonesiacompolitikd,Neutral,0.9942116141319275,neutral,high,121,13
persen menilai programprogram presiden memihak rakyat persen memuji bantuan sosial dan persen mengakui manfaat program makan bergizi gratis indonesialebihkuat kinerja presiden prabowo antaranewscomberita,persen nilai programprogram presiden pihak masyarakat persen puji bantu sosial persen aku manfaat program makan gizi gratis indonesialebihkuat kerja presiden prabowo antaranewscomberita,Neutral,0.8569103479385376,neutral,high,185,22
program makan bergizi gratis jadi salah satu bukti nyata kinerja presiden prabowo indonesialebihkuat mediaindonesiacompolitikd,program makan gizi gratis jadi salah satu bukti nyata kerja presiden prabowo indonesialebihkuat mediaindonesiacompolitikd,Neutral,0.9610704183578491,neutral,high,121,14
sebanyak persen masyarakat menilai pelaksanaan program makan bergizi gratis mbg yang digagas pemerintahan presiden prabowo subianto berjalan dengan baik hal ini terungkap dalam hasil survei terbaru indonesia political opinion ipo mengenai persepsi publik terhadap optimisme dan kinerja pemerintah survei juga mencatat persen responden menyatakan puas terhadap program mbg sementara persen menyatakan tidak puas dan sisanya tidak memberikan jawaban kebijakan efisiensi anggaran yang tertuang dalam instruksi presiden inpres nomor tahun turut mendapat apresiasi publik instruksi tersebut meminta kementerian dan lembaga melakukan penghematan anggaran hingga mencapai target rp triliun dari hasil survei sebanyak persen masyarakat mendukung kebijakan efisiensi ini dan persen di antaranya mengaku puas sementara responden yang menyatakan tidak puas kembali berada di angka persen sisanya tidak menjawab secara keseluruhan tingkat kepuasan publik terhadap kinerja presiden prabowo sejak menjabat pada oktober tercatat sebesar persen alasan utama yang mendasari tingkat kepuasan tersebut antara lain sikap tegas dan berwibawa persen dukungan terhadap pemberantasan korupsi persen serta pengalaman di pemerintahan persen naskah mohammad kholis cover admin gigih raihana saksikan garuda tv di free to air atau streaming melalui garudatv youtube garuda tv aplikasi vidio wewatch indihome ch transvision ch firstmedia ch garudatv laporan makanbergizigratis programmbg kinerjaprabowo surveiipo prabowosubianto kepuasanpublik efisiensianggaran inpres penghematananggaran kebijakanpublik pemerintahanprabowo,banyak persen masyarakat nilai laksana program makan gizi gratis makan gizi gratis gagas perintah presiden prabowo subianto jalan baik ungkap hasil survei baru indonesia political opinion ipo kena persepsi publik optimisme kerja pemerintah survei catat persen responden nyata puas program makan gizi gratis persen nyata tidak_puas sisa tidak_memberikan jawab kebijakan efisiensi anggaran tuang instruksi presiden inpres nomor tahun turut dapat apresiasi publik instruksi sebut minta menteri lembaga laku hemat anggaran hingga capai target triliun hasil survei banyak persen masyarakat dukung kebijakan efisiensi persen antara aku puas responden nyata tidak_puas ada angka persen sisa tidak_menjawab seluruh tingkat puas publik kerja presiden prabowo sejak jabat oktober catat besar persen alas utama dasar tingkat puas sebut sikap tegas wibawa persen dukung berantas korupsi persen alam perintah persen naskah mohammad kholis cover admin gigih raihana saksi garuda free air streaming lalu garudatv youtube garuda aplikasi vidio wewatch indihome transvision firstmedia garudatv lapor makanbergizigratis programmbg kinerjaprabowo surveiipo prabowosubianto kepuasanpublik efisiensianggaran inpres penghematananggaran kebijakanpublik pemerintahanprabowo,Neutral,0.550854504108429,negative,low,1249,159
jatah uang makan snack rakor menteri pak rp rb kenapa tdk rp rb saja seperti program makan bergizi gratis katanya demi rakyat siap menyerahkan jiwa raga nya rakyat dipaksa miskin pejabatnya mewah foya hidup rakyat,jatah uang makan snack rakor menteri pak tidak program makan gizi gratis kata masyarakat siap serah jiwa raga nya masyarakat paksa miskin jabat mewah foya hidup masyarakat,Negative,0.9997476935386658,negative,high,171,27
prabowo lebih parah mengontrol duit negara jalan pusat ancur di setiap daerah sengaja ga dibetulin program makan gratis rawan dikorup pengurusannta kok kenapa sih jokowi tega mendukung prabowo gara sakit hati ke mega,prabowo lebih parah kontrol uang negara jalan pusat hancur daerah sengaja ga_dibetulin program makan gratis rawan korup pengurusannta kok jokowi tega dukung prabowo gara sakit hati mega,Negative,0.999854326248169,negative,high,185,27
program makan bergizi gratis mbg adalah salah satu program prioritas presiden untuk mengentaskan kemiskinan secara nyata,program makan gizi gratis makan gizi gratis salah satu program prioritas presiden entas miskin nyata,Negative,0.7288913130760193,negative,medium,100,15
tidak ada matahari kembar dalam pemerintahan demokrat tegaskan presiden prabowo berdaulat dan mandiri makan bergizi gratis sekolah rakyat melengkapi seluruh fasilitas rumah sakit membangun institusi koperasi di setiap desa hilirisasi artinya kalau melihat programprogram pak prabowo ini bentuk kemandirian pak prabowo bentuk kedaulatannya sebagai presiden kami tidak pernah melihat ada matahari kembar dr ir h e herman khaeron msi sekretaris jenderal dpp partai demokrat,tidak_ada matahari kembar perintah demokrat tegas presiden prabowo daulat mandiri makan gizi gratis sekolah masyarakat lengkap seluruh fasilitas rumah sakit bangun institusi koperasi desa hilir arti kalau lihat programprogram pak prabowo bentuk mandiri pak prabowo bentuk daulat presiden tidak_pernah lihat matahari kembar herman khaeron msi sekretaris jenderal dpp partai demokrat,Neutral,0.9785903692245483,negative,high,381,50
